commit,file,added_code,deleted_code,hash_clean,cve_id,hash,repo_url,rel_type,score,extraction_status,text_norm,cluster_kmeans,cluster_hac
cilium_33d1941c97201b4d7f4b4f6efc2d1c071f5c2cfe,install/kubernetes/cilium/Chart.yaml,"version: 1.9.16
appVersion: 1.9.16
icon: https://cdn.jsdelivr.net/gh/cilium/cilium@v1.9.16/Documentation/images/logo-solo.svg","version: 1.9.15
appVersion: 1.9.15
icon: https://cdn.jsdelivr.net/gh/cilium/cilium@v1.9.15/Documentation/images/logo-solo.svg",33d1941c97201b4d7f4b4f6efc2d1c071f5c2cfe,CVE-2022-29178,33d1941c97201b4d7f4b4f6efc2d1c071f5c2cfe,https://github.com/cilium/cilium,NVD_GIT_REPOBASED,84,COMPLETED,VAR: 1.9.16 VAR: 1.9.16 VAR: VAR: VAR: 1.9.15 VAR: 1.9.15 VAR: VAR:,1,10
cilium_33d1941c97201b4d7f4b4f6efc2d1c071f5c2cfe,install/kubernetes/cilium/Chart.yaml,"version: 1.9.16
appVersion: 1.9.16
icon: https://cdn.jsdelivr.net/gh/cilium/cilium@v1.9.16/Documentation/images/logo-solo.svg","version: 1.9.15
appVersion: 1.9.15
icon: https://cdn.jsdelivr.net/gh/cilium/cilium@v1.9.15/Documentation/images/logo-solo.svg",33d1941c97201b4d7f4b4f6efc2d1c071f5c2cfe,CVE-2022-29179,33d1941c97201b4d7f4b4f6efc2d1c071f5c2cfe,https://github.com/cilium/cilium,NVD_GIT_REPOBASED,68,COMPLETED,VAR: 1.9.16 VAR: 1.9.16 VAR: VAR: VAR: 1.9.15 VAR: 1.9.15 VAR: VAR:,1,10
cilium_33d1941c97201b4d7f4b4f6efc2d1c071f5c2cfe,install/kubernetes/cilium/README.md,"![Version: 1.9.16](https://img.shields.io/badge/Version-1.9.16-informational?style=flat-square) ![AppVersion: 1.9.16](https://img.shields.io/badge/AppVersion-1.9.16-informational?style=flat-square)
| clustermesh.apiserver.image | object | `{""digest"":"""",""pullPolicy"":""IfNotPresent"",""repository"":""quay.io/cilium/clustermesh-apiserver"",""tag"":""v1.9.16"",""useDigest"":false}` | Clustermesh API server image. |
| hubble.relay.image | object | `{""digest"":"""",""override"":null,""pullPolicy"":""IfNotPresent"",""repository"":""quay.io/cilium/hubble-relay"",""tag"":""v1.9.16"",""useDigest"":false}` | Hubble-relay container image. |
| image | object | `{""digest"":"""",""override"":null,""pullPolicy"":""IfNotPresent"",""repository"":""quay.io/cilium/cilium"",""tag"":""v1.9.16"",""useDigest"":false}` | Agent container image. |
| operator.image | object | `{""awsDigest"":"""",""azureDigest"":"""",""genericDigest"":"""",""override"":null,""pullPolicy"":""IfNotPresent"",""repository"":""quay.io/cilium/operator"",""suffix"":"""",""tag"":""v1.9.16"",""useDigest"":false}` | cilium-operator image. |
| preflight.image | object | `{""digest"":"""",""pullPolicy"":""IfNotPresent"",""repository"":""quay.io/cilium/cilium"",""tag"":""v1.9.16"",""useDigest"":false}` | Cilium pre-flight image. |","![Version: 1.9.15](https://img.shields.io/badge/Version-1.9.15-informational?style=flat-square) ![AppVersion: 1.9.15](https://img.shields.io/badge/AppVersion-1.9.15-informational?style=flat-square)
| clustermesh.apiserver.image | object | `{""digest"":""sha256:59cabe18234077448b3410a1d9f0ffe9c78a41783e83cc3d80310ddd92b81822"",""pullPolicy"":""IfNotPresent"",""repository"":""quay.io/cilium/clustermesh-apiserver"",""tag"":""v1.9.15"",""useDigest"":false}` | Clustermesh API server image. |
| hubble.relay.image | object | `{""digest"":""sha256:748813e49877d66614d947495972f32b7f9675e9c327578c0ea81ca4f7adf322"",""override"":null,""pullPolicy"":""IfNotPresent"",""repository"":""quay.io/cilium/hubble-relay"",""tag"":""v1.9.15"",""useDigest"":false}` | Hubble-relay container image. |
| image | object | `{""digest"":""sha256:20c0f6cedc09a880d76695e7ac70755a662c4bddf6d5197cf609ffe499ab72ce"",""override"":null,""pullPolicy"":""IfNotPresent"",""repository"":""quay.io/cilium/cilium"",""tag"":""v1.9.15"",""useDigest"":false}` | Agent container image. |
| operator.image | object | `{""awsDigest"":""sha256:5ab748219bec4ac0a0e971e53e1b1ba6a569114eb6dea78951c2edb8ae460265"",""azureDigest"":""sha256:b1f236b2c9e99d1ed22ea99e7fcb6bd2f86707825b7c3d271715e6cbc29147d4"",""genericDigest"":""sha256:5f38912e638b96377f905369035e0afc89b45f24f7f27565b520f3573c4411f1"",""override"":null,""pullPolicy"":""IfNotPresent"",""repository"":""quay.io/cilium/operator"",""suffix"":"""",""tag"":""v1.9.15"",""useDigest"":false}` | cilium-operator image. |
| preflight.image | object | `{""digest"":""sha256:20c0f6cedc09a880d76695e7ac70755a662c4bddf6d5197cf609ffe499ab72ce"",""pullPolicy"":""IfNotPresent"",""repository"":""quay.io/cilium/cilium"",""tag"":""v1.9.15"",""useDigest"":false}` | Cilium pre-flight image. |",33d1941c97201b4d7f4b4f6efc2d1c071f5c2cfe,CVE-2022-29178,33d1941c97201b4d7f4b4f6efc2d1c071f5c2cfe,https://github.com/cilium/cilium,NVD_GIT_REPOBASED,84,COMPLETED,"![VAR: 1.9.16](VAR: | VAR.VAR.VAR | VAR | `{""VAR"":"""",""VAR"":""VAR"",""VAR"":""VAR.VAR/VAR/VAR-VAR"",""VAR"":""VAR.9.16"",""VAR"":VAR}` | VAR VAR VAR VAR. | | VAR.VAR.VAR | VAR | `{""VAR"":"""",""VAR"":VAR,""VAR"":""VAR"",""VAR"":""VAR.VAR/VAR/VAR-VAR"",""VAR"":""VAR.9.16"",""VAR"":VAR}` | VAR-VAR VAR VAR. | | VAR | VAR | `{""VAR"":"""",""VAR"":VAR,""VAR"":""VAR"",""VAR"":""VAR.VAR/VAR/VAR"",""VAR"":""VAR.9.16"",""VAR"":VAR}` | VAR VAR VAR. | | VAR.VAR | VAR | `{""VAR"":"""",""VAR"":"""",""VAR"":"""",""VAR"":VAR,""VAR"":""VAR"",""VAR"":""VAR.VAR/VAR/VAR"",""VAR"":"""",""VAR"":""VAR.9.16"",""VAR"":VAR}` | VAR-VAR VAR. | | VAR.VAR | VAR | `{""VAR"":"""",""VAR"":""VAR"",""VAR"":""VAR.VAR/VAR/VAR"",""VAR"":""VAR.9.16"",""VAR"":VAR}` | VAR VAR-VAR VAR. | ![VAR: 1.9.15](VAR: | VAR.VAR.VAR | VAR | `{""VAR"":""VAR:59cabe18234077448b3410a1d9f0ffe9c78a41783e83cc3d80310ddd92b81822"",""VAR"":""VAR"",""VAR"":""VAR.VAR/VAR/VAR-VAR"",""VAR"":""VAR.9.15"",""VAR"":VAR}` | VAR VAR VAR VAR. | | VAR.VAR.VAR | VAR | `{""VAR"":""VAR:748813e49877d66614d947495972f32b7f9675e9c327578c0ea81ca4f7adf322"",""VAR"":VAR,""VAR"":""VAR"",""VAR"":""VAR.VAR/VAR/VAR-VAR"",""VAR"":""VAR.9.15"",""VAR"":VAR}` | VAR-VAR VAR VAR. | | VAR | VAR | `{""VAR"":""VAR:20c0f6cedc09a880d76695e7ac70755a662c4bddf6d5197cf609ffe499ab72ce"",""VAR"":VAR,""VAR"":""VAR"",""VAR"":""VAR.VAR/VAR/VAR"",""VAR"":""VAR.9.15"",""VAR"":VAR}` | VAR VAR VAR. | | VAR.VAR | VAR | `{""VAR"":""VAR:5ab748219bec4ac0a0e971e53e1b1ba6a569114eb6dea78951c2edb8ae460265"",""VAR"":""VAR:VAR"",""VAR"":""VAR:5f38912e638b96377f905369035e0afc89b45f24f7f27565b520f3573c4411f1"",""VAR"":VAR,""VAR"":""VAR"",""VAR"":""VAR.VAR/VAR/VAR"",""VAR"":"""",""VAR"":""VAR.9.15"",""VAR"":VAR}` | VAR-VAR VAR. | | VAR.VAR | VAR | `{""VAR"":""VAR:20c0f6cedc09a880d76695e7ac70755a662c4bddf6d5197cf609ffe499ab72ce"",""VAR"":""VAR"",""VAR"":""VAR.VAR/VAR/VAR"",""VAR"":""VAR.9.15"",""VAR"":VAR}` | VAR VAR-VAR VAR. |",1,10
cilium_33d1941c97201b4d7f4b4f6efc2d1c071f5c2cfe,install/kubernetes/cilium/README.md,"![Version: 1.9.16](https://img.shields.io/badge/Version-1.9.16-informational?style=flat-square) ![AppVersion: 1.9.16](https://img.shields.io/badge/AppVersion-1.9.16-informational?style=flat-square)
| clustermesh.apiserver.image | object | `{""digest"":"""",""pullPolicy"":""IfNotPresent"",""repository"":""quay.io/cilium/clustermesh-apiserver"",""tag"":""v1.9.16"",""useDigest"":false}` | Clustermesh API server image. |
| hubble.relay.image | object | `{""digest"":"""",""override"":null,""pullPolicy"":""IfNotPresent"",""repository"":""quay.io/cilium/hubble-relay"",""tag"":""v1.9.16"",""useDigest"":false}` | Hubble-relay container image. |
| image | object | `{""digest"":"""",""override"":null,""pullPolicy"":""IfNotPresent"",""repository"":""quay.io/cilium/cilium"",""tag"":""v1.9.16"",""useDigest"":false}` | Agent container image. |
| operator.image | object | `{""awsDigest"":"""",""azureDigest"":"""",""genericDigest"":"""",""override"":null,""pullPolicy"":""IfNotPresent"",""repository"":""quay.io/cilium/operator"",""suffix"":"""",""tag"":""v1.9.16"",""useDigest"":false}` | cilium-operator image. |
| preflight.image | object | `{""digest"":"""",""pullPolicy"":""IfNotPresent"",""repository"":""quay.io/cilium/cilium"",""tag"":""v1.9.16"",""useDigest"":false}` | Cilium pre-flight image. |","![Version: 1.9.15](https://img.shields.io/badge/Version-1.9.15-informational?style=flat-square) ![AppVersion: 1.9.15](https://img.shields.io/badge/AppVersion-1.9.15-informational?style=flat-square)
| clustermesh.apiserver.image | object | `{""digest"":""sha256:59cabe18234077448b3410a1d9f0ffe9c78a41783e83cc3d80310ddd92b81822"",""pullPolicy"":""IfNotPresent"",""repository"":""quay.io/cilium/clustermesh-apiserver"",""tag"":""v1.9.15"",""useDigest"":false}` | Clustermesh API server image. |
| hubble.relay.image | object | `{""digest"":""sha256:748813e49877d66614d947495972f32b7f9675e9c327578c0ea81ca4f7adf322"",""override"":null,""pullPolicy"":""IfNotPresent"",""repository"":""quay.io/cilium/hubble-relay"",""tag"":""v1.9.15"",""useDigest"":false}` | Hubble-relay container image. |
| image | object | `{""digest"":""sha256:20c0f6cedc09a880d76695e7ac70755a662c4bddf6d5197cf609ffe499ab72ce"",""override"":null,""pullPolicy"":""IfNotPresent"",""repository"":""quay.io/cilium/cilium"",""tag"":""v1.9.15"",""useDigest"":false}` | Agent container image. |
| operator.image | object | `{""awsDigest"":""sha256:5ab748219bec4ac0a0e971e53e1b1ba6a569114eb6dea78951c2edb8ae460265"",""azureDigest"":""sha256:b1f236b2c9e99d1ed22ea99e7fcb6bd2f86707825b7c3d271715e6cbc29147d4"",""genericDigest"":""sha256:5f38912e638b96377f905369035e0afc89b45f24f7f27565b520f3573c4411f1"",""override"":null,""pullPolicy"":""IfNotPresent"",""repository"":""quay.io/cilium/operator"",""suffix"":"""",""tag"":""v1.9.15"",""useDigest"":false}` | cilium-operator image. |
| preflight.image | object | `{""digest"":""sha256:20c0f6cedc09a880d76695e7ac70755a662c4bddf6d5197cf609ffe499ab72ce"",""pullPolicy"":""IfNotPresent"",""repository"":""quay.io/cilium/cilium"",""tag"":""v1.9.15"",""useDigest"":false}` | Cilium pre-flight image. |",33d1941c97201b4d7f4b4f6efc2d1c071f5c2cfe,CVE-2022-29179,33d1941c97201b4d7f4b4f6efc2d1c071f5c2cfe,https://github.com/cilium/cilium,NVD_GIT_REPOBASED,68,COMPLETED,"![VAR: 1.9.16](VAR: | VAR.VAR.VAR | VAR | `{""VAR"":"""",""VAR"":""VAR"",""VAR"":""VAR.VAR/VAR/VAR-VAR"",""VAR"":""VAR.9.16"",""VAR"":VAR}` | VAR VAR VAR VAR. | | VAR.VAR.VAR | VAR | `{""VAR"":"""",""VAR"":VAR,""VAR"":""VAR"",""VAR"":""VAR.VAR/VAR/VAR-VAR"",""VAR"":""VAR.9.16"",""VAR"":VAR}` | VAR-VAR VAR VAR. | | VAR | VAR | `{""VAR"":"""",""VAR"":VAR,""VAR"":""VAR"",""VAR"":""VAR.VAR/VAR/VAR"",""VAR"":""VAR.9.16"",""VAR"":VAR}` | VAR VAR VAR. | | VAR.VAR | VAR | `{""VAR"":"""",""VAR"":"""",""VAR"":"""",""VAR"":VAR,""VAR"":""VAR"",""VAR"":""VAR.VAR/VAR/VAR"",""VAR"":"""",""VAR"":""VAR.9.16"",""VAR"":VAR}` | VAR-VAR VAR. | | VAR.VAR | VAR | `{""VAR"":"""",""VAR"":""VAR"",""VAR"":""VAR.VAR/VAR/VAR"",""VAR"":""VAR.9.16"",""VAR"":VAR}` | VAR VAR-VAR VAR. | ![VAR: 1.9.15](VAR: | VAR.VAR.VAR | VAR | `{""VAR"":""VAR:59cabe18234077448b3410a1d9f0ffe9c78a41783e83cc3d80310ddd92b81822"",""VAR"":""VAR"",""VAR"":""VAR.VAR/VAR/VAR-VAR"",""VAR"":""VAR.9.15"",""VAR"":VAR}` | VAR VAR VAR VAR. | | VAR.VAR.VAR | VAR | `{""VAR"":""VAR:748813e49877d66614d947495972f32b7f9675e9c327578c0ea81ca4f7adf322"",""VAR"":VAR,""VAR"":""VAR"",""VAR"":""VAR.VAR/VAR/VAR-VAR"",""VAR"":""VAR.9.15"",""VAR"":VAR}` | VAR-VAR VAR VAR. | | VAR | VAR | `{""VAR"":""VAR:20c0f6cedc09a880d76695e7ac70755a662c4bddf6d5197cf609ffe499ab72ce"",""VAR"":VAR,""VAR"":""VAR"",""VAR"":""VAR.VAR/VAR/VAR"",""VAR"":""VAR.9.15"",""VAR"":VAR}` | VAR VAR VAR. | | VAR.VAR | VAR | `{""VAR"":""VAR:5ab748219bec4ac0a0e971e53e1b1ba6a569114eb6dea78951c2edb8ae460265"",""VAR"":""VAR:VAR"",""VAR"":""VAR:5f38912e638b96377f905369035e0afc89b45f24f7f27565b520f3573c4411f1"",""VAR"":VAR,""VAR"":""VAR"",""VAR"":""VAR.VAR/VAR/VAR"",""VAR"":"""",""VAR"":""VAR.9.15"",""VAR"":VAR}` | VAR-VAR VAR. | | VAR.VAR | VAR | `{""VAR"":""VAR:20c0f6cedc09a880d76695e7ac70755a662c4bddf6d5197cf609ffe499ab72ce"",""VAR"":""VAR"",""VAR"":""VAR.VAR/VAR/VAR"",""VAR"":""VAR.9.15"",""VAR"":VAR}` | VAR VAR-VAR VAR. |",1,10
cilium_33d1941c97201b4d7f4b4f6efc2d1c071f5c2cfe,install/kubernetes/cilium/values.yaml,"  tag: v1.9.16
  digest: """"
      tag: v1.9.16
      digest: """"
    tag: v1.9.16
    genericDigest: """"
    azureDigest: """"
    awsDigest: """"
    tag: v1.9.16
    digest: """"
      tag: v1.9.16
      digest: """"","  tag: v1.9.15
  digest: ""sha256:20c0f6cedc09a880d76695e7ac70755a662c4bddf6d5197cf609ffe499ab72ce""
      tag: v1.9.15
      digest: ""sha256:748813e49877d66614d947495972f32b7f9675e9c327578c0ea81ca4f7adf322""
    tag: v1.9.15
    genericDigest: ""sha256:5f38912e638b96377f905369035e0afc89b45f24f7f27565b520f3573c4411f1""
    azureDigest: ""sha256:b1f236b2c9e99d1ed22ea99e7fcb6bd2f86707825b7c3d271715e6cbc29147d4""
    awsDigest: ""sha256:5ab748219bec4ac0a0e971e53e1b1ba6a569114eb6dea78951c2edb8ae460265""
    tag: v1.9.15
    digest: ""sha256:20c0f6cedc09a880d76695e7ac70755a662c4bddf6d5197cf609ffe499ab72ce""
      tag: v1.9.15
      digest: ""sha256:59cabe18234077448b3410a1d9f0ffe9c78a41783e83cc3d80310ddd92b81822""",33d1941c97201b4d7f4b4f6efc2d1c071f5c2cfe,CVE-2022-29178,33d1941c97201b4d7f4b4f6efc2d1c071f5c2cfe,https://github.com/cilium/cilium,NVD_GIT_REPOBASED,84,COMPLETED,"VAR: VAR.9.16 VAR: """" VAR: VAR.9.16 VAR: """" VAR: VAR.9.16 VAR: """" VAR: """" VAR: """" VAR: VAR.9.16 VAR: """" VAR: VAR.9.16 VAR: """" VAR: VAR.9.15 VAR: ""VAR:20c0f6cedc09a880d76695e7ac70755a662c4bddf6d5197cf609ffe499ab72ce"" VAR: VAR.9.15 VAR: ""VAR:748813e49877d66614d947495972f32b7f9675e9c327578c0ea81ca4f7adf322"" VAR: VAR.9.15 VAR: ""VAR:5f38912e638b96377f905369035e0afc89b45f24f7f27565b520f3573c4411f1"" VAR: ""VAR:VAR"" VAR: ""VAR:5ab748219bec4ac0a0e971e53e1b1ba6a569114eb6dea78951c2edb8ae460265"" VAR: VAR.9.15 VAR: ""VAR:20c0f6cedc09a880d76695e7ac70755a662c4bddf6d5197cf609ffe499ab72ce"" VAR: VAR.9.15 VAR: ""VAR:59cabe18234077448b3410a1d9f0ffe9c78a41783e83cc3d80310ddd92b81822""",1,10
cilium_33d1941c97201b4d7f4b4f6efc2d1c071f5c2cfe,install/kubernetes/cilium/values.yaml,"  tag: v1.9.16
  digest: """"
      tag: v1.9.16
      digest: """"
    tag: v1.9.16
    genericDigest: """"
    azureDigest: """"
    awsDigest: """"
    tag: v1.9.16
    digest: """"
      tag: v1.9.16
      digest: """"","  tag: v1.9.15
  digest: ""sha256:20c0f6cedc09a880d76695e7ac70755a662c4bddf6d5197cf609ffe499ab72ce""
      tag: v1.9.15
      digest: ""sha256:748813e49877d66614d947495972f32b7f9675e9c327578c0ea81ca4f7adf322""
    tag: v1.9.15
    genericDigest: ""sha256:5f38912e638b96377f905369035e0afc89b45f24f7f27565b520f3573c4411f1""
    azureDigest: ""sha256:b1f236b2c9e99d1ed22ea99e7fcb6bd2f86707825b7c3d271715e6cbc29147d4""
    awsDigest: ""sha256:5ab748219bec4ac0a0e971e53e1b1ba6a569114eb6dea78951c2edb8ae460265""
    tag: v1.9.15
    digest: ""sha256:20c0f6cedc09a880d76695e7ac70755a662c4bddf6d5197cf609ffe499ab72ce""
      tag: v1.9.15
      digest: ""sha256:59cabe18234077448b3410a1d9f0ffe9c78a41783e83cc3d80310ddd92b81822""",33d1941c97201b4d7f4b4f6efc2d1c071f5c2cfe,CVE-2022-29179,33d1941c97201b4d7f4b4f6efc2d1c071f5c2cfe,https://github.com/cilium/cilium,NVD_GIT_REPOBASED,68,COMPLETED,"VAR: VAR.9.16 VAR: """" VAR: VAR.9.16 VAR: """" VAR: VAR.9.16 VAR: """" VAR: """" VAR: """" VAR: VAR.9.16 VAR: """" VAR: VAR.9.16 VAR: """" VAR: VAR.9.15 VAR: ""VAR:20c0f6cedc09a880d76695e7ac70755a662c4bddf6d5197cf609ffe499ab72ce"" VAR: VAR.9.15 VAR: ""VAR:748813e49877d66614d947495972f32b7f9675e9c327578c0ea81ca4f7adf322"" VAR: VAR.9.15 VAR: ""VAR:5f38912e638b96377f905369035e0afc89b45f24f7f27565b520f3573c4411f1"" VAR: ""VAR:VAR"" VAR: ""VAR:5ab748219bec4ac0a0e971e53e1b1ba6a569114eb6dea78951c2edb8ae460265"" VAR: VAR.9.15 VAR: ""VAR:20c0f6cedc09a880d76695e7ac70755a662c4bddf6d5197cf609ffe499ab72ce"" VAR: VAR.9.15 VAR: ""VAR:59cabe18234077448b3410a1d9f0ffe9c78a41783e83cc3d80310ddd92b81822""",1,10
cilium_33d1941c97201b4d7f4b4f6efc2d1c071f5c2cfe,install/kubernetes/experimental-install.yaml,"        image: ""quay.io/cilium/cilium:v1.9.16""
        image: ""quay.io/cilium/cilium:v1.9.16""
        image: ""quay.io/cilium/cilium:v1.9.16""
        image: ""quay.io/cilium/operator-generic:v1.9.16""
          image: ""quay.io/cilium/hubble-relay:v1.9.16""","        image: ""quay.io/cilium/cilium:v1.9.15@sha256:20c0f6cedc09a880d76695e7ac70755a662c4bddf6d5197cf609ffe499ab72ce""
        image: ""quay.io/cilium/cilium:v1.9.15@sha256:20c0f6cedc09a880d76695e7ac70755a662c4bddf6d5197cf609ffe499ab72ce""
        image: ""quay.io/cilium/cilium:v1.9.15@sha256:20c0f6cedc09a880d76695e7ac70755a662c4bddf6d5197cf609ffe499ab72ce""
        image: ""quay.io/cilium/operator-generic:v1.9.15@sha256:5f38912e638b96377f905369035e0afc89b45f24f7f27565b520f3573c4411f1""
          image: ""quay.io/cilium/hubble-relay:v1.9.15@sha256:748813e49877d66614d947495972f32b7f9675e9c327578c0ea81ca4f7adf322""",33d1941c97201b4d7f4b4f6efc2d1c071f5c2cfe,CVE-2022-29178,33d1941c97201b4d7f4b4f6efc2d1c071f5c2cfe,https://github.com/cilium/cilium,NVD_GIT_REPOBASED,84,COMPLETED,"VAR: ""VAR.VAR/VAR/VAR:VAR.9.16"" VAR: ""VAR.VAR/VAR/VAR:VAR.9.16"" VAR: ""VAR.VAR/VAR/VAR:VAR.9.16"" VAR: ""VAR.VAR/VAR/VAR-VAR:VAR.9.16"" VAR: ""VAR.VAR/VAR/VAR-VAR:VAR.9.16"" VAR: ""VAR.VAR/VAR/VAR:VAR.9.15@VAR:20c0f6cedc09a880d76695e7ac70755a662c4bddf6d5197cf609ffe499ab72ce"" VAR: ""VAR.VAR/VAR/VAR:VAR.9.15@VAR:20c0f6cedc09a880d76695e7ac70755a662c4bddf6d5197cf609ffe499ab72ce"" VAR: ""VAR.VAR/VAR/VAR:VAR.9.15@VAR:20c0f6cedc09a880d76695e7ac70755a662c4bddf6d5197cf609ffe499ab72ce"" VAR: ""VAR.VAR/VAR/VAR-VAR:VAR.9.15@VAR:5f38912e638b96377f905369035e0afc89b45f24f7f27565b520f3573c4411f1"" VAR: ""VAR.VAR/VAR/VAR-VAR:VAR.9.15@VAR:748813e49877d66614d947495972f32b7f9675e9c327578c0ea81ca4f7adf322""",1,10
cilium_33d1941c97201b4d7f4b4f6efc2d1c071f5c2cfe,install/kubernetes/experimental-install.yaml,"        image: ""quay.io/cilium/cilium:v1.9.16""
        image: ""quay.io/cilium/cilium:v1.9.16""
        image: ""quay.io/cilium/cilium:v1.9.16""
        image: ""quay.io/cilium/operator-generic:v1.9.16""
          image: ""quay.io/cilium/hubble-relay:v1.9.16""","        image: ""quay.io/cilium/cilium:v1.9.15@sha256:20c0f6cedc09a880d76695e7ac70755a662c4bddf6d5197cf609ffe499ab72ce""
        image: ""quay.io/cilium/cilium:v1.9.15@sha256:20c0f6cedc09a880d76695e7ac70755a662c4bddf6d5197cf609ffe499ab72ce""
        image: ""quay.io/cilium/cilium:v1.9.15@sha256:20c0f6cedc09a880d76695e7ac70755a662c4bddf6d5197cf609ffe499ab72ce""
        image: ""quay.io/cilium/operator-generic:v1.9.15@sha256:5f38912e638b96377f905369035e0afc89b45f24f7f27565b520f3573c4411f1""
          image: ""quay.io/cilium/hubble-relay:v1.9.15@sha256:748813e49877d66614d947495972f32b7f9675e9c327578c0ea81ca4f7adf322""",33d1941c97201b4d7f4b4f6efc2d1c071f5c2cfe,CVE-2022-29179,33d1941c97201b4d7f4b4f6efc2d1c071f5c2cfe,https://github.com/cilium/cilium,NVD_GIT_REPOBASED,68,COMPLETED,"VAR: ""VAR.VAR/VAR/VAR:VAR.9.16"" VAR: ""VAR.VAR/VAR/VAR:VAR.9.16"" VAR: ""VAR.VAR/VAR/VAR:VAR.9.16"" VAR: ""VAR.VAR/VAR/VAR-VAR:VAR.9.16"" VAR: ""VAR.VAR/VAR/VAR-VAR:VAR.9.16"" VAR: ""VAR.VAR/VAR/VAR:VAR.9.15@VAR:20c0f6cedc09a880d76695e7ac70755a662c4bddf6d5197cf609ffe499ab72ce"" VAR: ""VAR.VAR/VAR/VAR:VAR.9.15@VAR:20c0f6cedc09a880d76695e7ac70755a662c4bddf6d5197cf609ffe499ab72ce"" VAR: ""VAR.VAR/VAR/VAR:VAR.9.15@VAR:20c0f6cedc09a880d76695e7ac70755a662c4bddf6d5197cf609ffe499ab72ce"" VAR: ""VAR.VAR/VAR/VAR-VAR:VAR.9.15@VAR:5f38912e638b96377f905369035e0afc89b45f24f7f27565b520f3573c4411f1"" VAR: ""VAR.VAR/VAR/VAR-VAR:VAR.9.15@VAR:748813e49877d66614d947495972f32b7f9675e9c327578c0ea81ca4f7adf322""",1,10
cilium_33d1941c97201b4d7f4b4f6efc2d1c071f5c2cfe,install/kubernetes/quick-hubble-install.yaml,"          image: ""quay.io/cilium/hubble-relay:v1.9.16""","          image: ""quay.io/cilium/hubble-relay:v1.9.15@sha256:748813e49877d66614d947495972f32b7f9675e9c327578c0ea81ca4f7adf322""",33d1941c97201b4d7f4b4f6efc2d1c071f5c2cfe,CVE-2022-29178,33d1941c97201b4d7f4b4f6efc2d1c071f5c2cfe,https://github.com/cilium/cilium,NVD_GIT_REPOBASED,84,COMPLETED,"VAR: ""VAR.VAR/VAR/VAR-VAR:VAR.9.16"" VAR: ""VAR.VAR/VAR/VAR-VAR:VAR.9.15@VAR:748813e49877d66614d947495972f32b7f9675e9c327578c0ea81ca4f7adf322""",1,10
cilium_33d1941c97201b4d7f4b4f6efc2d1c071f5c2cfe,install/kubernetes/quick-hubble-install.yaml,"          image: ""quay.io/cilium/hubble-relay:v1.9.16""","          image: ""quay.io/cilium/hubble-relay:v1.9.15@sha256:748813e49877d66614d947495972f32b7f9675e9c327578c0ea81ca4f7adf322""",33d1941c97201b4d7f4b4f6efc2d1c071f5c2cfe,CVE-2022-29179,33d1941c97201b4d7f4b4f6efc2d1c071f5c2cfe,https://github.com/cilium/cilium,NVD_GIT_REPOBASED,68,COMPLETED,"VAR: ""VAR.VAR/VAR/VAR-VAR:VAR.9.16"" VAR: ""VAR.VAR/VAR/VAR-VAR:VAR.9.15@VAR:748813e49877d66614d947495972f32b7f9675e9c327578c0ea81ca4f7adf322""",1,10
