commit,file,added_code,deleted_code,hash_clean,cve_id,hash,repo_url,rel_type,score,extraction_status,text_norm,cluster_kmeans,cluster_hac
aiohttp_d5c12ba890557a575c313bb3017910d7616fce3d,aiohttp/http_parser.py,"# See https://www.rfc-editor.org/rfc/rfc9110.html#name-overview
# and https://www.rfc-editor.org/rfc/rfc9110.html#name-tokens
VERSRE: Final[Pattern[str]] = re.compile(r""HTTP/(\d).(\d)"")
HDRRE: Final[Pattern[bytes]] = re.compile(rb""[\x00-\x1F\x7F()<>@,;:\[\]={} \t\""\\]"")
            # https://www.rfc-editor.org/rfc/rfc9112.html#section-5.1-2
            if {bname[0], bname[-1]} & {32, 9}:  # {"" "", ""\t""}
                raise InvalidHeader(line)

            bvalue = bvalue.lstrip(b"" \t"")
            # Deprecated: https://www.rfc-editor.org/rfc/rfc9112.html#name-obsolete-line-folding
            bvalue = bvalue.strip(b"" \t"")
            # https://www.rfc-editor.org/rfc/rfc9110.html#section-5.5-5
            if ""\n"" in value or ""\r"" in value or ""\x00"" in value:
                raise InvalidHeader(bvalue)

                            # Shouldn't allow +/- or other number formats.
                            # https://www.rfc-editor.org/rfc/rfc9110#section-8.6-2
                            if not length_hdr.strip("" \t"").isdigit():
                            return int(length_hdr)
        # https://www.rfc-editor.org/rfc/rfc9110.html#section-5.5-6
        # https://www.rfc-editor.org/rfc/rfc9110.html#name-collected-abnf
        singletons = (
            hdrs.CONTENT_LENGTH,
            hdrs.CONTENT_LOCATION,
            hdrs.CONTENT_RANGE,
            hdrs.CONTENT_TYPE,
            hdrs.ETAG,
            hdrs.HOST,
            hdrs.MAX_FORWARDS,
            hdrs.SERVER,
            hdrs.TRANSFER_ENCODING,
            hdrs.USER_AGENT,
        )
        bad_hdr = next((h for h in singletons if len(headers.getall(h, ())) > 1), None)
        if bad_hdr is not None:
            raise BadHttpMessage(f""Duplicate '{bad_hdr}' header found."")

            method, path, version = line.split(maxsplit=2)
        match = VERSRE.match(version)
        if match is None:
            raise BadStatusLine(line)
        version_o = HttpVersion(int(match.group(1)), int(match.group(2)))
            version, status = line.split(maxsplit=1)
            status, reason = status.split(maxsplit=1)
        if len(status) != 3 or not status.isdigit():
        status_i = int(status)
                        if not size_b.isdigit():
                            raise exc
                        size = int(bytes(size_b), 16)","# See https://tools.ietf.org/html/rfc7230#section-3.1.1
# and https://tools.ietf.org/html/rfc7230#appendix-B
VERSRE: Final[Pattern[str]] = re.compile(r""HTTP/(\d+).(\d+)"")
HDRRE: Final[Pattern[bytes]] = re.compile(rb""[\x00-\x1F\x7F()<>@,;:\[\]={} \t\\\\\""]"")
            bname = bname.strip(b"" \t"")
            bvalue = bvalue.lstrip()
            bvalue = bvalue.strip()
                            try:
                                length = int(length_hdr)
                            except ValueError:
                            if length < 0:
                                raise InvalidHeader(CONTENT_LENGTH)

                            return length
            method, path, version = line.split(None, 2)
        try:
            if version.startswith(""HTTP/""):
                n1, n2 = version[5:].split(""."", 1)
                version_o = HttpVersion(int(n1), int(n2))
            else:
                raise BadStatusLine(version)
        except Exception:
            raise BadStatusLine(version)
            version, status = line.split(None, 1)
            status, reason = status.split(None, 1)
        try:
            status_i = int(status)
        except ValueError:
            raise BadStatusLine(line) from None

        if status_i > 999:
                        try:
                            size = int(bytes(size_b), 16)
                        except ValueError:
                            raise exc from None",d5c12ba890557a575c313bb3017910d7616fce3d,CVE-2023-47627,d5c12ba890557a575c313bb3017910d7616fce3d,https://github.com/aio-libs/aiohttp,NVD_DIRECT_COMMIT,1337,COMPLETED,"  VAR: VAR[VAR[VAR]] = VAR.VAR(VAR""VAR/(\VAR).(\VAR)"") VAR: VAR[VAR[VAR]] = VAR.VAR(VAR""[\VAR-\VAR\VAR()<>@,;:\[\]={} \VAR\""\\]"")  VAR {VAR[0], VAR[-1]} & {32, 9}:  VAR VAR(VAR) VAR = VAR.VAR(VAR"" \VAR"")  VAR = VAR.VAR(VAR"" \VAR"")  VAR ""\VAR"" VAR VAR VAR ""\VAR"" VAR VAR VAR ""\VAR"" VAR VAR: VAR VAR(VAR)   VAR VAR VAR.VAR("" \VAR"").VAR(): VAR VAR(VAR)   VAR = ( VAR.VAR, VAR.VAR, VAR.VAR, VAR.VAR, VAR.VAR, VAR.VAR, VAR.VAR, VAR.VAR, VAR.VAR, VAR.VAR, ) VAR = VAR((VAR VAR VAR VAR VAR VAR VAR(VAR.VAR(VAR, ())) > 1), VAR) VAR VAR VAR VAR VAR: VAR VAR(VAR""VAR '{VAR}' VAR VAR."") VAR, VAR, VAR = VAR.VAR(VAR=2) VAR = VAR.VAR(VAR) VAR VAR VAR VAR: VAR VAR(VAR) VAR = VAR(VAR(VAR.VAR(1)), VAR(VAR.VAR(2))) VAR, VAR = VAR.VAR(VAR=1) VAR, VAR = VAR.VAR(VAR=1) VAR VAR(VAR) != 3 VAR VAR VAR.VAR(): VAR = VAR(VAR) VAR VAR VAR.VAR(): VAR VAR VAR = VAR(VAR(VAR), 16)   VAR: VAR[VAR[VAR]] = VAR.VAR(VAR""VAR/(\VAR+).(\VAR+)"") VAR: VAR[VAR[VAR]] = VAR.VAR(VAR""[\VAR-\VAR\VAR()<>@,;:\[\]={} \VAR\\\\\""]"") VAR = VAR.VAR(VAR"" \VAR"") VAR = VAR.VAR() VAR = VAR.VAR() VAR: VAR = VAR(VAR) VAR VAR: VAR VAR < 0: VAR VAR(VAR) VAR VAR VAR, VAR, VAR = VAR.VAR(VAR, 2) VAR: VAR VAR.VAR(""VAR/""): VAR, VAR = VAR[5:].VAR(""."", 1) VAR = VAR(VAR(VAR), VAR(VAR)) VAR: VAR VAR(VAR) VAR VAR: VAR VAR(VAR) VAR, VAR = VAR.VAR(VAR, 1) VAR, VAR = VAR.VAR(VAR, 1) VAR: VAR = VAR(VAR) VAR VAR: VAR VAR(VAR) VAR VAR VAR VAR > 999: VAR: VAR = VAR(VAR(VAR), 16) VAR VAR: VAR VAR VAR VAR",1,15
anything-llm_3c88aec034934bcbad30c5ef1cab62cbbdb98e64,frontend/src/components/Preloader.jsx,"export default function PreLoader() {
  return (
    <div className=""h-16 w-16 animate-spin rounded-full border-4 border-solid border-primary border-t-transparent""></div>
  );
}

export function FullScreenLoader() {
  return (
    <div
      id=""preloader""
      className=""fixed left-0 top-0 z-999999 flex h-screen w-screen items-center justify-center bg-white dark:bg-stone-800""
    >
      <div className=""h-16 w-16 animate-spin rounded-full border-4 border-solid border-primary border-t-transparent""></div>
    </div>
  );
}",,3c88aec034934bcbad30c5ef1cab62cbbdb98e64,CVE-2023-4897,3c88aec034934bcbad30c5ef1cab62cbbdb98e64,https://github.com/mintplex-labs/anything-llm,NVD_DIRECT_COMMIT,1337,COMPLETED,"VAR VAR VAR VAR() { VAR ( <VAR VAR=""VAR-16 VAR-16 VAR-VAR VAR-VAR VAR-4 VAR-VAR VAR-VAR VAR-VAR-VAR""></VAR> ); } VAR VAR VAR() { VAR ( <VAR VAR=""VAR"" VAR=""VAR VAR-0 VAR-0 VAR-999999 VAR VAR-VAR VAR-VAR VAR-VAR VAR-VAR VAR-VAR VAR:VAR-VAR-800"" > <VAR VAR=""VAR-16 VAR-16 VAR-VAR VAR-VAR VAR-4 VAR-VAR VAR-VAR VAR-VAR-VAR""></VAR> </VAR> ); } ",1,15
anything-llm_dc3dfbf31495fe316b21ee184b9317b38101d30e,frontend/src/components/Preloader.jsx,"export default function PreLoader() {
  return (
    <div className=""h-16 w-16 animate-spin rounded-full border-4 border-solid border-primary border-t-transparent""></div>
  );
}

export function FullScreenLoader() {
  return (
    <div
      id=""preloader""
      className=""fixed left-0 top-0 z-999999 flex h-screen w-screen items-center justify-center bg-white dark:bg-stone-800""
    >
      <div className=""h-16 w-16 animate-spin rounded-full border-4 border-solid border-primary border-t-transparent""></div>
    </div>
  );
}",,dc3dfbf31495fe316b21ee184b9317b38101d30e,CVE-2023-4899,dc3dfbf31495fe316b21ee184b9317b38101d30e,https://github.com/mintplex-labs/anything-llm,NVD_DIRECT_COMMIT,1337,COMPLETED,"VAR VAR VAR VAR() { VAR ( <VAR VAR=""VAR-16 VAR-16 VAR-VAR VAR-VAR VAR-4 VAR-VAR VAR-VAR VAR-VAR-VAR""></VAR> ); } VAR VAR VAR() { VAR ( <VAR VAR=""VAR"" VAR=""VAR VAR-0 VAR-0 VAR-999999 VAR VAR-VAR VAR-VAR VAR-VAR VAR-VAR VAR-VAR VAR:VAR-VAR-800"" > <VAR VAR=""VAR-16 VAR-16 VAR-VAR VAR-VAR VAR-4 VAR-VAR VAR-VAR VAR-VAR-VAR""></VAR> </VAR> ); } ",1,15
anything-llm_dc3dfbf31495fe316b21ee184b9317b38101d30e,frontend/src/components/Preloader.jsx,"export default function PreLoader() {
  return (
    <div className=""h-16 w-16 animate-spin rounded-full border-4 border-solid border-primary border-t-transparent""></div>
  );
}

export function FullScreenLoader() {
  return (
    <div
      id=""preloader""
      className=""fixed left-0 top-0 z-999999 flex h-screen w-screen items-center justify-center bg-white dark:bg-stone-800""
    >
      <div className=""h-16 w-16 animate-spin rounded-full border-4 border-solid border-primary border-t-transparent""></div>
    </div>
  );
}",,dc3dfbf31495fe316b21ee184b9317b38101d30e,CVE-2023-4898,dc3dfbf31495fe316b21ee184b9317b38101d30e,https://github.com/mintplex-labs/anything-llm,NVD_DIRECT_COMMIT,1337,COMPLETED,"VAR VAR VAR VAR() { VAR ( <VAR VAR=""VAR-16 VAR-16 VAR-VAR VAR-VAR VAR-4 VAR-VAR VAR-VAR VAR-VAR-VAR""></VAR> ); } VAR VAR VAR() { VAR ( <VAR VAR=""VAR"" VAR=""VAR VAR-0 VAR-0 VAR-999999 VAR VAR-VAR VAR-VAR VAR-VAR VAR-VAR VAR-VAR VAR:VAR-VAR-800"" > <VAR VAR=""VAR-16 VAR-16 VAR-VAR VAR-VAR VAR-4 VAR-VAR VAR-VAR VAR-VAR-VAR""></VAR> </VAR> ); } ",1,15
argo-cd_17f7f4f462bdb233e1b9b36f67099f41052d8cb0,pkg/apiclient/grpcproxy.go,"	randSuffix, err := rand.String(16)
	if err != nil {
		return nil, nil, fmt.Errorf(""failed to generate random socket filename: %w"", err)
	}
	serverAddr := fmt.Sprintf(""%s/argocd-%s.sock"", os.TempDir(), randSuffix)","	serverAddr := fmt.Sprintf(""%s/argocd-%s.sock"", os.TempDir(), rand.RandString(16))",17f7f4f462bdb233e1b9b36f67099f41052d8cb0,CVE-2022-31034,17f7f4f462bdb233e1b9b36f67099f41052d8cb0,https://github.com/argoproj/argo-cd,NVD_DIRECT_COMMIT,1337,COMPLETED,"VAR, VAR := VAR.VAR(16) VAR VAR != VAR { VAR VAR, VAR, VAR.VAR(""VAR VAR VAR VAR VAR VAR: %VAR"", VAR) } VAR := VAR.VAR(""%VAR/VAR-%VAR.VAR"", VAR.VAR(), VAR) VAR := VAR.VAR(""%VAR/VAR-%VAR.VAR"", VAR.VAR(), VAR.VAR(16))",1,15
argo-cd_3a28c8a18cc2aa84fe81492625545d25c7a90bc3,docs/operator-manual/upgrading/2.4-2.5.md,"
## `argocd app create` for old CLI versions fails with API version >=2.5.16

Starting with Argo CD 2.5.16, the API returns `PermissionDenied` instead of `NotFound` for Application `GET` requests if
the Application does not exist.

The Argo CD CLI before versions starting with version 2.5.0-rc1 and before versions 2.5.16 and 2.6.7 does a `GET`
request before the `POST` request in `argocd app create`. The command does not gracefully handle the `PermissionDenied`
response and will therefore fail to create/update the Application.

To solve the issue, upgrade the CLI to at least 2.5.16, or 2.6.7.

CLIs older than 2.5.0-rc1 are unaffected.",,3a28c8a18cc2aa84fe81492625545d25c7a90bc3,CVE-2022-41354,3a28c8a18cc2aa84fe81492625545d25c7a90bc3,https://github.com/argoproj/argo-cd,GHSD_DIRECT_COMMIT,1337,COMPLETED," VAR VAR VAR VAR 2.5.16, VAR VAR VAR `VAR` VAR VAR `VAR` VAR VAR `VAR` VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR VAR 2.5.0-VAR VAR VAR VAR 2.5.16 VAR 2.6.7 VAR VAR `VAR` VAR VAR VAR `VAR` VAR VAR `VAR VAR VAR`. VAR VAR VAR VAR VAR VAR VAR `VAR` VAR VAR VAR VAR VAR VAR VAR/VAR VAR VAR. VAR VAR VAR VAR, VAR VAR VAR VAR VAR VAR 2.5.16, VAR 2.6.7. VAR VAR VAR 2.5.0-VAR VAR VAR. ",1,15
argo-cd_3a28c8a18cc2aa84fe81492625545d25c7a90bc3,docs/operator-manual/upgrading/2.5-2.6.md,"
## `argocd app create` for old CLI versions fails with API version >=2.6.7

Starting with Argo CD 2.6.7, the API returns `PermissionDenied` instead of `NotFound` for Application `GET` requests if
the Application does not exist.

The Argo CD CLI before versions starting with version 2.5.0-rc1 and before versions 2.5.16 and 2.6.7 does a `GET`
request before the `POST` request in `argocd app create`. The command does not gracefully handle the `PermissionDenied`
response and will therefore fail to create/update the Application.

To solve the issue, upgrade the CLI to at least 2.5.16, or 2.6.7.

CLIs older than 2.5.0-rc1 are unaffected.
",,3a28c8a18cc2aa84fe81492625545d25c7a90bc3,CVE-2022-41354,3a28c8a18cc2aa84fe81492625545d25c7a90bc3,https://github.com/argoproj/argo-cd,GHSD_DIRECT_COMMIT,1337,COMPLETED," VAR VAR VAR VAR 2.6.7, VAR VAR VAR `VAR` VAR VAR `VAR` VAR VAR `VAR` VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR VAR 2.5.0-VAR VAR VAR VAR 2.5.16 VAR 2.6.7 VAR VAR `VAR` VAR VAR VAR `VAR` VAR VAR `VAR VAR VAR`. VAR VAR VAR VAR VAR VAR VAR `VAR` VAR VAR VAR VAR VAR VAR VAR/VAR VAR VAR. VAR VAR VAR VAR, VAR VAR VAR VAR VAR VAR 2.5.16, VAR 2.6.7. VAR VAR VAR 2.5.0-VAR VAR VAR. ",1,15
cacti_80c2a88fb2afb93f87703ba4641f9970478c102d,tree.php,"			form_selectable_cell($tree['id'], $tree['id'], '', 'right');
			form_selectable_cell(substr($tree['last_modified'],0,16), $tree['id'], '', 'right');
			form_selectable_cell(get_username($tree['modified_by']), $tree['id'], '', 'right');
			form_selectable_cell($tree['sites'] > 0 ? number_format_i18n($tree['sites'], '-1'):'-', $tree['id'], '', 'right');
			form_selectable_cell($tree['branches'] > 0 ? number_format_i18n($tree['branches'], '-1'):'-', $tree['id'], '', 'right');
			form_selectable_cell($tree['hosts'] > 0 ? number_format_i18n($tree['hosts'], '-1'):'-', $tree['id'], '', 'right');
			form_selectable_cell($tree['graphs'] > 0 ? number_format_i18n($tree['graphs'], '-1'):'-', $tree['id'], '', 'right');","			form_selectable_cell($tree['id'], $tree['id'], '', 'text-align:right');
			form_selectable_cell(substr($tree['last_modified'],0,16), $tree['id'], '', 'text-align:right');
			form_selectable_cell(get_username($tree['modified_by']), $tree['id'], '', 'text-align:right');
			form_selectable_cell($tree['sites'] > 0 ? number_format_i18n($tree['sites'], '-1'):'-', $tree['id'], '', 'text-align:right');
			form_selectable_cell($tree['branches'] > 0 ? number_format_i18n($tree['branches'], '-1'):'-', $tree['id'], '', 'text-align:right');
			form_selectable_cell($tree['hosts'] > 0 ? number_format_i18n($tree['hosts'], '-1'):'-', $tree['id'], '', 'text-align:right');
			form_selectable_cell($tree['graphs'] > 0 ? number_format_i18n($tree['graphs'], '-1'):'-', $tree['id'], '', 'text-align:right');",80c2a88fb2afb93f87703ba4641f9970478c102d,CVE-2018-20726,80c2a88fb2afb93f87703ba4641f9970478c102d,https://github.com/Cacti/cacti,NVD_DIRECT_COMMIT,1337,COMPLETED,"VAR($VAR['VAR'], $VAR['VAR'], '', 'VAR'); VAR(VAR($VAR['VAR'],0,16), $VAR['VAR'], '', 'VAR'); VAR(VAR($VAR['VAR']), $VAR['VAR'], '', 'VAR'); VAR($VAR['VAR'] > 0 ? VAR($VAR['VAR'], '-1'):'-', $VAR['VAR'], '', 'VAR'); VAR($VAR['VAR'] > 0 ? VAR($VAR['VAR'], '-1'):'-', $VAR['VAR'], '', 'VAR'); VAR($VAR['VAR'] > 0 ? VAR($VAR['VAR'], '-1'):'-', $VAR['VAR'], '', 'VAR'); VAR($VAR['VAR'] > 0 ? VAR($VAR['VAR'], '-1'):'-', $VAR['VAR'], '', 'VAR'); VAR($VAR['VAR'], $VAR['VAR'], '', 'VAR-VAR:VAR'); VAR(VAR($VAR['VAR'],0,16), $VAR['VAR'], '', 'VAR-VAR:VAR'); VAR(VAR($VAR['VAR']), $VAR['VAR'], '', 'VAR-VAR:VAR'); VAR($VAR['VAR'] > 0 ? VAR($VAR['VAR'], '-1'):'-', $VAR['VAR'], '', 'VAR-VAR:VAR'); VAR($VAR['VAR'] > 0 ? VAR($VAR['VAR'], '-1'):'-', $VAR['VAR'], '', 'VAR-VAR:VAR'); VAR($VAR['VAR'] > 0 ? VAR($VAR['VAR'], '-1'):'-', $VAR['VAR'], '', 'VAR-VAR:VAR'); VAR($VAR['VAR'] > 0 ? VAR($VAR['VAR'], '-1'):'-', $VAR['VAR'], '', 'VAR-VAR:VAR');",1,15
cacti_80c2a88fb2afb93f87703ba4641f9970478c102d,tree.php,"			form_selectable_cell($tree['id'], $tree['id'], '', 'right');
			form_selectable_cell(substr($tree['last_modified'],0,16), $tree['id'], '', 'right');
			form_selectable_cell(get_username($tree['modified_by']), $tree['id'], '', 'right');
			form_selectable_cell($tree['sites'] > 0 ? number_format_i18n($tree['sites'], '-1'):'-', $tree['id'], '', 'right');
			form_selectable_cell($tree['branches'] > 0 ? number_format_i18n($tree['branches'], '-1'):'-', $tree['id'], '', 'right');
			form_selectable_cell($tree['hosts'] > 0 ? number_format_i18n($tree['hosts'], '-1'):'-', $tree['id'], '', 'right');
			form_selectable_cell($tree['graphs'] > 0 ? number_format_i18n($tree['graphs'], '-1'):'-', $tree['id'], '', 'right');","			form_selectable_cell($tree['id'], $tree['id'], '', 'text-align:right');
			form_selectable_cell(substr($tree['last_modified'],0,16), $tree['id'], '', 'text-align:right');
			form_selectable_cell(get_username($tree['modified_by']), $tree['id'], '', 'text-align:right');
			form_selectable_cell($tree['sites'] > 0 ? number_format_i18n($tree['sites'], '-1'):'-', $tree['id'], '', 'text-align:right');
			form_selectable_cell($tree['branches'] > 0 ? number_format_i18n($tree['branches'], '-1'):'-', $tree['id'], '', 'text-align:right');
			form_selectable_cell($tree['hosts'] > 0 ? number_format_i18n($tree['hosts'], '-1'):'-', $tree['id'], '', 'text-align:right');
			form_selectable_cell($tree['graphs'] > 0 ? number_format_i18n($tree['graphs'], '-1'):'-', $tree['id'], '', 'text-align:right');",80c2a88fb2afb93f87703ba4641f9970478c102d,CVE-2018-20723,80c2a88fb2afb93f87703ba4641f9970478c102d,https://github.com/Cacti/cacti,NVD_DIRECT_COMMIT,1337,COMPLETED,"VAR($VAR['VAR'], $VAR['VAR'], '', 'VAR'); VAR(VAR($VAR['VAR'],0,16), $VAR['VAR'], '', 'VAR'); VAR(VAR($VAR['VAR']), $VAR['VAR'], '', 'VAR'); VAR($VAR['VAR'] > 0 ? VAR($VAR['VAR'], '-1'):'-', $VAR['VAR'], '', 'VAR'); VAR($VAR['VAR'] > 0 ? VAR($VAR['VAR'], '-1'):'-', $VAR['VAR'], '', 'VAR'); VAR($VAR['VAR'] > 0 ? VAR($VAR['VAR'], '-1'):'-', $VAR['VAR'], '', 'VAR'); VAR($VAR['VAR'] > 0 ? VAR($VAR['VAR'], '-1'):'-', $VAR['VAR'], '', 'VAR'); VAR($VAR['VAR'], $VAR['VAR'], '', 'VAR-VAR:VAR'); VAR(VAR($VAR['VAR'],0,16), $VAR['VAR'], '', 'VAR-VAR:VAR'); VAR(VAR($VAR['VAR']), $VAR['VAR'], '', 'VAR-VAR:VAR'); VAR($VAR['VAR'] > 0 ? VAR($VAR['VAR'], '-1'):'-', $VAR['VAR'], '', 'VAR-VAR:VAR'); VAR($VAR['VAR'] > 0 ? VAR($VAR['VAR'], '-1'):'-', $VAR['VAR'], '', 'VAR-VAR:VAR'); VAR($VAR['VAR'] > 0 ? VAR($VAR['VAR'], '-1'):'-', $VAR['VAR'], '', 'VAR-VAR:VAR'); VAR($VAR['VAR'] > 0 ? VAR($VAR['VAR'], '-1'):'-', $VAR['VAR'], '', 'VAR-VAR:VAR');",1,15
cacti_80c2a88fb2afb93f87703ba4641f9970478c102d,tree.php,"			form_selectable_cell($tree['id'], $tree['id'], '', 'right');
			form_selectable_cell(substr($tree['last_modified'],0,16), $tree['id'], '', 'right');
			form_selectable_cell(get_username($tree['modified_by']), $tree['id'], '', 'right');
			form_selectable_cell($tree['sites'] > 0 ? number_format_i18n($tree['sites'], '-1'):'-', $tree['id'], '', 'right');
			form_selectable_cell($tree['branches'] > 0 ? number_format_i18n($tree['branches'], '-1'):'-', $tree['id'], '', 'right');
			form_selectable_cell($tree['hosts'] > 0 ? number_format_i18n($tree['hosts'], '-1'):'-', $tree['id'], '', 'right');
			form_selectable_cell($tree['graphs'] > 0 ? number_format_i18n($tree['graphs'], '-1'):'-', $tree['id'], '', 'right');","			form_selectable_cell($tree['id'], $tree['id'], '', 'text-align:right');
			form_selectable_cell(substr($tree['last_modified'],0,16), $tree['id'], '', 'text-align:right');
			form_selectable_cell(get_username($tree['modified_by']), $tree['id'], '', 'text-align:right');
			form_selectable_cell($tree['sites'] > 0 ? number_format_i18n($tree['sites'], '-1'):'-', $tree['id'], '', 'text-align:right');
			form_selectable_cell($tree['branches'] > 0 ? number_format_i18n($tree['branches'], '-1'):'-', $tree['id'], '', 'text-align:right');
			form_selectable_cell($tree['hosts'] > 0 ? number_format_i18n($tree['hosts'], '-1'):'-', $tree['id'], '', 'text-align:right');
			form_selectable_cell($tree['graphs'] > 0 ? number_format_i18n($tree['graphs'], '-1'):'-', $tree['id'], '', 'text-align:right');",80c2a88fb2afb93f87703ba4641f9970478c102d,CVE-2018-20725,80c2a88fb2afb93f87703ba4641f9970478c102d,https://github.com/Cacti/cacti,NVD_DIRECT_COMMIT,1337,COMPLETED,"VAR($VAR['VAR'], $VAR['VAR'], '', 'VAR'); VAR(VAR($VAR['VAR'],0,16), $VAR['VAR'], '', 'VAR'); VAR(VAR($VAR['VAR']), $VAR['VAR'], '', 'VAR'); VAR($VAR['VAR'] > 0 ? VAR($VAR['VAR'], '-1'):'-', $VAR['VAR'], '', 'VAR'); VAR($VAR['VAR'] > 0 ? VAR($VAR['VAR'], '-1'):'-', $VAR['VAR'], '', 'VAR'); VAR($VAR['VAR'] > 0 ? VAR($VAR['VAR'], '-1'):'-', $VAR['VAR'], '', 'VAR'); VAR($VAR['VAR'] > 0 ? VAR($VAR['VAR'], '-1'):'-', $VAR['VAR'], '', 'VAR'); VAR($VAR['VAR'], $VAR['VAR'], '', 'VAR-VAR:VAR'); VAR(VAR($VAR['VAR'],0,16), $VAR['VAR'], '', 'VAR-VAR:VAR'); VAR(VAR($VAR['VAR']), $VAR['VAR'], '', 'VAR-VAR:VAR'); VAR($VAR['VAR'] > 0 ? VAR($VAR['VAR'], '-1'):'-', $VAR['VAR'], '', 'VAR-VAR:VAR'); VAR($VAR['VAR'] > 0 ? VAR($VAR['VAR'], '-1'):'-', $VAR['VAR'], '', 'VAR-VAR:VAR'); VAR($VAR['VAR'] > 0 ? VAR($VAR['VAR'], '-1'):'-', $VAR['VAR'], '', 'VAR-VAR:VAR'); VAR($VAR['VAR'] > 0 ? VAR($VAR['VAR'], '-1'):'-', $VAR['VAR'], '', 'VAR-VAR:VAR');",1,15
